keyword,links,count
Chacéns,6867,1
Conde de Mopos,6867,1
Regulation of Free Trade,6867,1
Bill Albert,"6867,6868",2
South America,"6891,6865,6867,6902,6871,6873,6843,6878,6907",9
Marqués de Justiz de Santa Ana,6867,1
William Woodruff,"6867,6868",2
Successful,"6867,6868",2
Vprivileges,6867,1
Margarita,6867,1
Minister of Finance,6867,1
Cond San Juan de Jaruco,6867,1
Louisiana°,6867,1
Editorial Plover,6867,1
Ingles,6867,1
Delgado,6867,1
Iberia,6867,1
Spanish Americans,6867,1
This,"6851,6852,6897,6867,6871,6876",6
Bourbon Mexico,"6867,6868",2
Tomas Terry,"6867,6868",2
Cultura Hispdnica,6867,1
Spanish Naval Shipyard,6867,1
Cuba—a,6867,1
Ack,6867,1
Manuel Moreno Fraginals,6867,1
Governor Juan de Prado,6867,1
Crown,"6867,6843,6875,6876",4
Cuando,"6867,6868",2
University Presses of Florida,"6867,6876",2
Annapolis,6867,1
Farmers,"6867,6868,6876",3
Consulado de Cadiz,6867,1
Condesa de Merlin,6867,1
Colonial Colombia,"6867,6868,6876",3
University of Liverpool Press,6867,1
Laws of the Indies,6867,1
Pablo Tornero,6867,1
Dae,6867,1
Beltran de Santa Cruz,6867,1
Revista de Indias,"6867,6876",2
Kuethe,"6867,6876",2
Francisco Saavedra,6867,1
Public Finances,6867,1
Cornell University Press,"6867,6868",2
Canary Islands®,6867,1
Aviation Publishing Co,6867,1
Tepes,6867,1
Juistiz,6867,1
Morenos,6867,1
Archivo Histérico Nacional,"6867,6871",2
Matanzas,"6867,6871",2
Nacién Cubana,6867,1
Colonial Mexico,"6867,6868",2
Puerto Rico,"6867,6891",2
Fabrica,6867,1
Land,6867,1
Real Cédula de Su Magestad,6867,1
French Antilles,6867,1
Juan Marchena,6867,1
Seprenakes,6867,1
Conde de Casa Montalvo,6867,1
First British War,6867,1
Journal of Economic History,6867,1
Change,"6867,6868",2
Spanish Participation,6867,1
Tost Martin Felix de Arrate,6867,1
Guanimar,6867,1
Canada,"6867,6843",2
Philip,"6867,6876",2
O'Farrill,6867,1
The British,6867,1
Editorial de Ciencise,6867,1
The Rise of the Atlantic Economies,"6867,6868",2
Francisco Montalvo,6867,1
Subsidies,6867,1
Sutiernsviatial,6867,1
August,6867,1
New Granada,"6864,6873,6867,6902",4
Gncera Moen,6867,1
Fifth Naval Pian Symposium,6867,1
Eitan Ree,6867,1
His Majesty,"6867,6876",2
Planter Cooperation,"6867,6868,6871",3
Rafael Nieto,6867,1
Hayana,6867,1
American Entrepreneurs,"6867,6871",2
Friedlaender,6867,1
Buenos Airés,"6867,6868",2
Minister of the Indies Julian de Arriaga,6867,1
Untike,6867,1
Silver Mining,"6867,6868",2
New Spain,"6867,6868,6871,6873,6876",5
Cabana Heights,6867,1
Bourbon Empires,6867,1
Dauril Alden,"6867,6868,6878",3
Palace,6867,1
Imprinta de las Vindas de Arazoza,6867,1
War Marqués de Esquilache,6867,1
José Herndndez Palomo,6867,1
Jornadas de Andalucia,6867,1
Caribe,6867,1
Pade,6867,1
Finally,"6867,6843",2
Towns,6867,1
Siglo,6867,1
Bourbon Spain,"6867,6868",2
Gibraltar,6867,1
Haciefida,6867,1
Guerra Madehay,6867,1
Santiago,"6867,6868",2
Bernardo Allan,6867,1
Marqués del Real Socorro,6867,1
Gilines,6867,1
Calles de los Oficiales,6867,1
Baylio Frey Julin de Arriaga,6867,1
Peggy,6867,1
Miners,"6867,6868,6873,6876",4
Establishment of the Alcabala,6867,1
Significantly,6867,1
Gonzalo,6867,1
Strategically,6867,1
University of Tennessee Press,6867,1
Ezo,6867,1
Beitias,6867,1
Harvard University Press,"6867,6868,6843",3
Ramén de la Sagra,6867,1
Transatlantic,6867,1
Caribbean—mainly,6867,1
John Fisher,6867,1
The Americas,"6867,6878",2
Manero,6867,1
Strategems,6867,1
Biblioteca Nacional,6867,1
Llave,6867,1
Brazil's Eighteenth Century Agricultural Revolution,"6867,6868",2
Ultramar,6867,1
Conde de Ricla,6867,1
Crisis,"6867,6868",2
Labor,6867,1
Guayaquil,"6867,6869",2
Buenos Aires,"6860,6865,6867,6869,6878",5
Era of Free Trade,6867,1
Antonio Acosta,6867,1
Havanaaccounted,6867,1
Fora,"6867,6875,6878",3
Commercial Privilege,6867,1
Eighteenth Century Inglis,6867,1
San Christoval de la Habana,6867,1
Elites,"6867,6868,6878",3
Imprenta,6867,1
Eighteenth Century The,6867,1
The Breakdown of the Spani,6867,1
Richard Pares’s Merchants,"6867,6868",2
Adrian Graves,"6867,6868",2
Unfortunately Havana,6867,1
Secretaria,6867,1
América,"6867,6876",2
Francisco Arango,6867,1
Ferdinand,6867,1
While,"6867,6876",2
Battalions of Pardos,6867,1
La Punta,6867,1
Comparative Colonial History,6867,1
Damas de La Habana,6867,1
Litst,6867,1
Militia,6867,1
Archivo General de Indias,"6867,6871,6876",3
Sometime,6867,1
David Brading,"6867,6868",2
Minutes,6867,1
Fondo de Econdmica,6867,1
Wisconsin Press,6867,1
Eighteenth Century Franklin Knight,6867,1
Casa de Contratacién,6867,1
Consulado of Cadiz,6867,1
Therefore,6867,1
Jibacoa,6867,1
Large,"6867,6868,6876",3
The Impact of Western Man,"6867,6868",2
Ediciés do Castro,6867,1
Muiiiz,6867,1
Ef,6867,1
Manchester University Press,"6867,6871,6873",3
Treaty of Aix,6867,1
Jacques,6867,1
See John Robert McNeill,6867,1
Cortadellas,6867,1
Portobelo,"6867,6876",2
Roland Ely,"6867,6868",2
Royal Factory,6867,1
Pensacola,6867,1
Patricians,6867,1
Panama Havana,6867,1
Cambridge University Press,"6867,6868,6873,6875,6878",5
Battle of Trafalgar,6867,1
Five,6867,1
Owing,6867,1
Piedras,6867,1
Charles Ill,"6867,6876",2
Capitalism,"6867,6868,6843",3
Conde de Casa Bayona,6867,1
Practice,6867,1
Marques de Villalta,6867,1
Madrid—seldom,6867,1
Mississippi Valley,"6867,6869",2
Herbert,"6867,6873,6878",3
Tay Desi,6867,1
Marquéses,6867,1
Naeem Cont Ma,6867,1
South Sea Company,"6867,6876",2
Its,6867,1
Kenneth,6867,1
Marrem,6867,1
Slave Society,6867,1
Moreover,"6867,6868,6876",3
Douglas Inglis,6867,1
Mercaderes,6867,1
Hill,"6867,6868,6871,6843,6902",5
Wealth,"6867,6871",2
Linda,"6867,6861",2
Soler,"6867,6871",2
United Kingdom,6867,1
Caracas,"6867,6843,6878",3
Royal Company of Guipuzcoa,6867,1
Patriotic Society of the Friends of the Nation,6867,1
Obrapia,6867,1
Escuela de Estudios Hispanoamericanos,6867,1
Cuban National Character,6867,1
José Ventura Reja,6867,1
English American,6867,1
Inquisicién,6867,1
Third Family Compact,6867,1
Havana®,6867,1
La Armada de Barlovento,6867,1
North Atlantic,6867,1
North Carolina Press,6867,1
Cuban Studies,6867,1
The Havana Consulado,"6867,6868,6871",3
Army of Operations,6867,1
Someruelos,6867,1
Reglamento,"6867,6875",2
Atlantic Empires,6867,1
The Madrid Treasury,6867,1
Calcagno,6867,1
An Entrepreneur,"6867,6868",2
Loyalty,6867,1
John McNeill,6867,1
Governor Diego José de Navarro,6867,1
Bernardo de Galvez,6867,1
The Background,6867,1
James Ferguson King,6867,1
Manuel José de Aparicio del Manzano,6867,1
Baratillo,6867,1
Cartagena—,6867,1
Johns Hopkins University Press,"6867,6868,6873,6878",4
Growth,6867,1
Editorial Historia,6867,1
General Navarro,6867,1
Morro Castle,6867,1
Vaid,6867,1
Francisco Saavédia—special,6867,1
Stuart,"6867,6868,6902",3
Tabaco,6867,1
Some Historical Factors,6867,1
Vera Reber’s British Merchant House,"6867,6868",2
Libertad,6867,1
As Havana,6867,1
Thereafter,6867,1
Tulane University Symposium,6867,1
New Aspects of Naval Histo,6867,1
Havana Patriotic Society,6867,1
Taken,6867,1
Blacks,6867,1
Wars,6867,1
Colonial Brazil,"6866,6867,6868",3
Aranjuez,"6867,6876",2
Gabriel Barba,6867,1
Niifiezes,6867,1
Historical Studies,6867,1
World Economy,"6867,6868",2
Mopea Havas,6867,1
Conde de Gibacoa,6867,1
Barbier,"6867,6843",2
Guarico,6867,1
Saint Domingue,"6867,6843,6902",3
Bourbons,"6867,6871",2
Travel,6867,1
William Whatley Pierson,6867,1
Military Reform,"6867,6876",2
Montero,6867,1
Chile,"6867,6869,6875",3
Afterthoughts of Material Civilization,"6867,6868",2
Eighteenth Century Allan,"6867,6868",2
Subinspector General Alejandro O'Reilly,6867,1
Governor Conde de Havaria,6867,1
Spanish Imperial Economy,"6867,6843",2
Treaty of Paris,6867,1
Bartle of Yorktown,6867,1
Raul Maestri,6867,1
Jerénimo de Contreras,6867,1
Habaneros,6867,1
The Roles of Louisbourgh,6867,1
American Merchants,6867,1
Peer,6867,1
Magistracy,"6867,6868",2
Eighteenth Century Ricla,6867,1
Luisiana,6867,1
Maria Teresa Montalvo,6867,1
Spanish Colonial Administration,6867,1
When Spain,6867,1
Luis Vieira,"6867,6868",2
Minister of the Indies José de Galvez,6867,1
Duke Haieeny,6867,1
Cubans,"6867,6871",2
Isla de Cuba,"6867,6871",2
Ministry of the Navy,6867,1
Europe’s Role,"6867,6868",2
Sra,6867,1
Aponte Conspiracy,6867,1
American Empire,6867,1
Franklin Wr,6867,1
Conde de Santa Cruz de Mopos,6867,1
Royal College of Nobles,6867,1
The Network of Trade,"6867,6868",2
Enrique Martinez Barreiro,6867,1
Plaza de San Francisco,6867,1
Bibiano Torres Ramirez,6867,1
Sor Inés,6867,1
Nautical,6867,1
The North American Role,6867,1
Papeles de Cuba,6867,1
Ralph Davis,"6867,6868",2
Belize,6867,1
Feline,6867,1
Plaza Nueva,6867,1
Municipal Ordinances,6867,1
Enlightened Reform,"6867,6902",2
University of Texas Press,"6867,6868,6875,6876",4
Montalvos,6867,1
Arturo,6867,1
Treaty of Utrecht,6867,1
Calendario,6867,1
Manuel Blanco,6867,1
Peter James Lampros,6867,1
Commercial Relations,6867,1
Coruiia,6867,1
Seven Year’s War—benefitted,6867,1
Levi Marrero,6867,1
Syracuse University Press,6868,1
John Pocock,6868,1
MacMillan,6868,1
Ateneo,6868,1
Maracaibo,6868,1
John Tepaske,6868,1
Study,6868,1
In Pursuit of Profit,6868,1
First,6868,1
Presses Universitaires de France,6868,1
Princeton University Press,"6868,6873,6878",3
Era of the American Revolution,6868,1
Porto Bello,6868,1
Bailey,6868,1
La Corujfia,6868,1
The Spanish Seaborne Empire,6868,1
Maria,6868,1
Tivo Jantaicas,6868,1
Trade of the Europeans,6868,1
Historia de la Nacién Argentina,6868,1
Library of Congress,6868,1
Boston,"6874,6876,6868,6860",4
Cap Frangais,"6868,6843",2
Bernard Bailyn,"6868,6902",2
Philip Curtin,6868,1
Spanish American,"6868,6873,6843,6875",4
Hispanic American Politics,6868,1
Gerimany—plus,6868,1
Salvucci'illustrate,6868,1
African,"6880,6851,6852,6892,6898,6868,6869",7
Temis,6868,1
Port au Prince,"6843,6868,6853,6860",4
Atlantic System,6868,1
The Dutch,6868,1
Longmans,"6868,6873",2
Susan,6868,1
British Trade,6868,1
Nation,"6868,6878",2
Parry,6868,1
Universidad de Sevilla,6868,1
History of Colonial Spanish America,6868,1
French Antillean,6868,1
Harvard Peggy,6868,1
Americas‘,6868,1
Merchant of Baltimore,6868,1
Pierre Chaunu,6868,1
Sebastian,6868,1
Rio de Janeiro’s—,6868,1
Among,"6868,6873",2
The Free Port System,"6868,6873",2
India,"6898,6868",2
Santander,6868,1
University Press of Virginia,6868,1
Machiavellian Moment Revisited,6868,1
Great Britain,"6868,6843,6876",3
Conn,6868,1
Frederic Mauro,6868,1
Spanish World,6868,1
James Lewis,6868,1
Mexican Caribbean,6868,1
Amigos del Pais,6868,1
Franklin,6868,1
Tulane University,"6868,6871",2
Universidad de Chile,6868,1
The Machiavellian Moment,6868,1
Gordon,6868,1
Russell Wood,6868,1
Abbé Raynal,6868,1
Guadalupe Jiménez Codinach,"6868,6843",2
Charles,6868,1
Gary Lawson Browne,6868,1
Vicente,"6868,6871",2
Ideology,6868,1
Westport,6868,1
History of the Settlements,6868,1
Australia,"6868,6869",2
New Orleans,6868,1
Caillet Bois,6868,1
North American,"6868,6869,6875,6876,6878,6902",6
Wild Coast,6868,1
Introduction,6868,1
Miguel Lerdo de Tejada,6868,1
Cadiz,"6868,6876",2
Fernand Braudel,"6897,6868,6902",3
Political Science,6868,1
Revolucién Francesa,6868,1
Saint DomingueHaitian,6868,1
Cornelis Ch,6868,1
Much,"6868,6871",2
La Guaira,6868,1
Jonathan Goldstein,6868,1
Louisiana State University Press,6868,1
Paula de Demerson,6868,1
The Economic Societies,6868,1
East,"6868,6873",2
Economics,6868,1
The Growth of Seaport Cities,6868,1
It,6868,1
Pennsylvania State University Press,6868,1
The Annapolis Merchants,6868,1
México,6868,1
China Trade,6868,1
Tulio Halperin Donghi,6868,1
Stackpole,6868,1
Journal of Modern History,6868,1
Functions,"6868,6876",2
Frances Armytage,"6868,6873",2
Ricardo Levene,6868,1
Journal of Interdisciplinary History,6868,1
Attitudinal Effects,6868,1
Consejo Superior de Investigaciones Cientificas,6868,1
Revolutionary Period,6868,1
Eduardo Arcila Farias,6868,1
Ediciones Cultural Hispanica,6868,1
Ports,"6868,6862",2
James Lockhart,6868,1
Peggy Liss’s Atlantic Empires,6868,1
The Portuguese Seaborne Empire,"6868,6878",2
An Economic History,"6868,6902",2
Buenos Aires—since,6868,1
University of Florida Press,6868,1
Luis Navarro Garcia,6868,1
Early Latin America,6868,1
The United States,6868,1
Sons,6868,1
The Role of Ideas,"6868,6843",2
Society,"6864,6868,6843,6876,6875",5
Independence of Latin America,6868,1
Friends,6868,1
Grahn,"6868,6876",2
Las,6868,1
British North America,6868,1
Spanish Latin America,6868,1
Tropical Colony,"6868,6843",2
Socolow,6868,1
El Tribunal,6868,1
Rio de la Plata,"6868,6878",2
Hispano América,6868,1
Jamaican,"6874,6876,6868,6837",4
Murphy,"6859,6868",2
Industrial Revolution,6868,1
Atlantic Republican Tradition,6868,1
Rouge,6868,1
Park,6868,1
AngloAmerica,6868,1
Allan Kuethe,"6868,6871,6843",3
Florentine Political,6868,1
Robert Oliver,6868,1
The Ideological Origins of the American Revolution,6868,1
Barcelona,"6868,6843",2
Commercial,6868,1
Arthur,"6868,6871",2
Robert Shafer,6868,1
Rafael Gomez Hoyos,6868,1
International History Review,6868,1
Sergio Villalobos,"6868,6875",2
British America,"6882,6868,6902",3
Boxer,"6868,6878",2
Afro Americans,6868,1
Higman,"6874,6868",2
England—as,6868,1
The Merchants of Buenos Aires,6868,1
South American Trade of Baltimore,6868,1
Colonial Period,6868,1
Linda Salvucci—on,6868,1
Latin American Civilization,6868,1
History of the Cuban Republic,6868,1
Européene,6868,1
Instituto de Comercio Exterior,6868,1
Malaga,6868,1
Johns Hopkins Studies,6868,1
Manila,6869,1
Paraguay,6869,1
Beira,6869,1
Japanese,6869,1
What,"6869,6873",2
Lusaka,6869,1
Interests,6869,1
Cape Town,6869,1
Muslims,6869,1
Jor Soe,6869,1
Straits Settlernents,6869,1
Montreal,"6869,6843",2
André Gunder Frank,6869,1
Spe,6869,1
Saint Lawrence,6869,1
Eagan,6869,1
Hanseatic Steel Yard,6869,1
Ee,"6869,6876",2
Istanbul,6869,1
Upper Peru,"6869,6875,6878",3
Poe,6869,1
Dur,6869,1
Malays,6869,1
Johannesburg,6869,1
Donald,6869,1
Straits Settlements,6869,1
Singapore,6869,1
IndiansChinese,6869,1
Salaam,6869,1
Preface Philip,6869,1
Witwatersrand,6869,1
Dar,6869,1
Bay,"6869,6871",2
National Road,6869,1
Pacific,"6869,6895",2
Zambian,6869,1
North Africa,6869,1
Status,6869,1
Hudson Mohawk,6869,1
Viceroyalty of La Plata,6869,1
Creighton,6869,1
Cairo,6869,1
Baltimore,"6869,6873,6843,6876",4
Parana River,6869,1
Asuncién,"6869,6875",2
Delagoa,6869,1
They,"6869,6873,6876",3
MadridSeville,6869,1
Sf,6869,1
Jesuit,6869,1
Mecca,6869,1
Erie Canal,6869,1
European a Aes Valle,6869,1
Montevideo,6869,1
Medina,6869,1
Great Lakes,6869,1
Maputo,6869,1
Vinerefore,6869,1
Ohio Railroad,6869,1
Meany,6871,1
American Philosophical Society,6871,1
Precipitously,6871,1
Peace of Amiens,6871,1
Sunaar,6871,1
Origins of Inter American Interest,6871,1
Frankdin,6871,1
Account of the Present State of the Island of Cuba,6871,1
Moreover David,6871,1
Hispanic Ait,6871,1
Economic Development,"6871,6843",2
Philadelphia—were,6871,1
Rone,6871,1
Roy,6871,1
Why,6871,1
Foreoman,6871,1
Gales,6871,1
Pennsylvania Historical Commission,6871,1
SeanenNen Orleans Trade,6871,1
During,"6892,6878,6871",3
Napoleonic Wars,6871,1
Oh Cae,6871,1
Whitaker,6871,1
Ship Traffic,6871,1
Arrived,6871,1
Napoleonic Era,"6861,6871",2
Jaruco,6871,1
Compare Diane Lindstrom,6871,1
Otimatee,6871,1
Dye,6871,1
Petia,6871,1
Minis,6871,1
Roland,6871,1
Milling,6871,1
Razon,6871,1
Payments,6871,1
Jie Sees,6871,1
Conde de Mopox,6871,1
The Elusive Republic,6871,1
Vor,6871,1
Ametican,6871,1
Spanish West Indies Source,6871,1
Growth of Baltimore,6871,1
American Colonies,6871,1
Indiferente Caneral,6871,1
Throughout,"6871,6875",2
Puerto Rico—easily,6871,1
Sede,6871,1
Microcopy,6871,1
Pattern,6871,1
Year Cleared,6871,1
Columbia University Press,6871,1
Ww,6871,1
Ely,6871,1
Ha’,6871,1
Establishment of the United States Consulates,6871,1
Hazards Register of Pennsylvania,6871,1
All Cuba Havana All Cuba Havana,6871,1
Spanish America—most,6871,1
An Overview,6871,1
Anuario de Estudios Americanos,6871,1
Flour Trade,6871,1
World Trade,6871,1
Success,"6871,6878",2
Comerciantes,"6871,6876",2
Ae,6871,1
Imperial Markets,6871,1
Record Group,6871,1
Imports,6871,1
University of Pennsylvania Press,6871,1
The Sugarmill,6871,1
Pennsylvania Magazine of History,6871,1
Drew,6871,1
Teens,6871,1
Nae,6871,1
Growth of Renerieae Port,6871,1
Rankings,6871,1
Class,6871,1
Vigorous Spirit Se Merch,6871,1
Cabs,6871,1
Eighteenth Century,"6864,6843,6860,6871",4
Wit,6871,1
Establishne,6871,1
Vear Cleared,6871,1
Decline,6871,1
Totals,"6871,6875",2
Again Spain,6871,1
Another,"6897,6902,6871",3
Nuevitas,6871,1
Francis Brevil,6871,1
Records Service,6871,1
Sources,"6871,6875,6876,6878",4
Seen,6871,1
The Caribbean,6871,1
Africa,6871,1
Total Value,6871,1
Johns Hopkins University,"6871,6843,6902",3
Toe Maun,6871,1
University of North Carolina Press,"6871,6843",2
Princeton,6871,1
Customs French Spoliation Claims,6871,1
The North American,6871,1
Stratagems,6871,1
Matthew Clarke,6871,1
Philadelphis,6871,1
Anglo Americanists,6871,1
Bong,6871,1
Six,6871,1
Carmelo Richard Arena,6871,1
Relations,6871,1
Desir,6871,1
Cuba Unfortunately,6871,1
Am Hi,6871,1
Culture,"6864,6843,6871",3
Maria Encarnacién Rodgri Spanish,6871,1
Commercial Review Done,6871,1
Derby,6871,1
Quaker,6871,1
Caribbeanists,6871,1
Other,"6871,6875",2
President Jefferson,6871,1
September,"6871,6878",2
Apel,6871,1
Eon Polat Rank Trading Partner Value,6871,1
Biography,6871,1
Once,"6871,6873",2
Non Intercourse Act,6871,1
Philadelphia Region,6871,1
Demand,6871,1
Pee,6871,1
Benoa,6871,1
Working Papers,6871,1
United States Consuls,6871,1
Philai,6871,1
Sagra,6871,1
Vierovalty,6871,1
Braketed,6871,1
University of Maryland,6871,1
Archivo Historico Nacional,6871,1
Figures,6871,1
Perhaps,6871,1
Blotters,6871,1
Moreno Fraginals,6871,1
Lage Girard,6871,1
John Leamy,6871,1
Rogers,6871,1
James Madison,6871,1
Carpentier,6871,1
Knight,6871,1
Bakers,6871,1
Philadelphians,6871,1
Annual Meeting of Southwestern Social Scien,6871,1
Rat,6871,1
Revolutionary War,6871,1
Timothy,6871,1
Washington,6871,1
Seaton,6871,1
The Island of Cuba,6871,1
Hstorting,6871,1
Spanish Imperial Mar,6871,1
Principal Foreign Trading Partners,6871,1
The Socioeconomic Coates,6871,1
Linda Kerrigan Salvucci,6871,1
Terry Sharrer,6871,1
Santo Dominga,6871,1
Total Exports,6871,1
Calon Hews,6871,1
Impr,6871,1
Ts Hanse,6871,1
Danish,6871,1
Walter Lowrie,6871,1
Supply,6871,1
Nicvolss,6871,1
Ciardconecneen,6871,1
Domestic Exports,6871,1
Philadelphian Stephen,6871,1
Regional Economic History Research Center,6871,1
Insurance Company of North America Archives,6871,1
Aplin,6871,1
Eaten,6871,1
Jackson,6871,1
Santiago de Cuba,6871,1
Value Rank Trading Partner Percentage of Reexports,6871,1
Beginning of the Nineteenth Century Linda,6871,1
Historia,"6871,6876,6878",3
Humboldt,6871,1
Merchant Adventures of Philadelphia,6871,1
British Navy,6871,1
Cob,6871,1
Baracoa,6871,1
Bes,6871,1
Statistical View of the Commerce of the United States,6871,1
Merchants,"6871,6843,6876",3
Wale,6871,1
Hazard’s Register of Pennsylvania,6871,1
Between,"6871,6876",2
List of New Regulated Duties,6871,1
American State Papers,6871,1
District St Berney,6871,1
Espetally,6871,1
NeitherPhiladelphia,6871,1
Political Economy,6871,1
Letters Received,6871,1
Arazoza,6871,1
Pitkin,6871,1
Valentin de Foronda,6871,1
Lasa,6871,1
Pew,6871,1
Gimbal,6871,1
December,"6871,6878",2
Exports Reexports Total,6871,1
Mexico—also,6871,1
Lal,6871,1
Dobignie,6871,1
Philadelphia Market,6871,1
Nelforente Genet,6871,1
European Colonies,6871,1
British EmPire,6871,1
Onlya,6871,1
Dr Cuba,6871,1
Revolutionary Philadelp,6871,1
Despite,"6871,6873,6843",3
Extant,6871,1
Transatlantic Economy,6871,1
Navigation,"6871,6843",2
East Indies,"6871,6878",2
Their,"6871,6843",2
Far East,6871,1
Gian Ieper,6871,1
Iriate,6871,1
Panos,6871,1
Jeffersonian America,6871,1
Thomas,"6871,6875,6902",3
Merchant’s Magazine,6871,1
Seccién de Estado,6871,1
Revolutionary Era,6871,1
Pigeet,6871,1
Observations,6871,1
Belfrage,6871,1
Wakingion,6871,1
Tae,"6871,6878",2
Forde,6871,1
Oe Nw,6871,1
Anodes,6871,1
Transportation System,6871,1
Nichols,6871,1
Glenn Porter,6871,1
Delaware River,6871,1
Slave Trade,"6879,6871",2
American Export Trade,6871,1
Impost Books of the Collector of Customs,6871,1
Stephen Girard Papers,6871,1
China,"6895,6902,6871",3
Habana,6871,1
Containing,6871,1
After,"6881,6878,6871",3
Iriarte,6871,1
Making of a Market Table,6871,1
Geoffrey,6871,1
Vendue,6873,1
Journals of the House of Assembly of Ja,6873,1
Pen,6873,1
Planters Agriculturists Gentlemen,6873,1
River Kingstor’ Montego Bay Falmouth Lucea Port Maria Annotto Bay Region From To From To From To From To From To From To From England,6873,1
Princeton Universe,6873,1
Industrial Cloth,6873,1
Savanna la Mar—did,6873,1
Port Town Slaves White Brown Black Total Kingston,6873,1
Coastwise Vessels,6873,1
Braithwaite,6873,1
Weekly Register,6873,1
Caribban,6873,1
Libers,6873,1
Journal of Urban History,6873,1
The Development of Creole Society,6873,1
Size,6873,1
Comment,6873,1
The South,6873,1
Seaport Terminals,6873,1
Frank Broeze,6873,1
Storekeepers Retailers Stationers,6873,1
Metal,"6873,6875",2
Police Esquires Service,6873,1
Saint Thomas,6873,1
General Return of Imports,6873,1
The Development of the British West Indies,6873,1
Cornwall,6873,1
Maria Annotto Bay Rio Bueno Chapelton Falmouth,6873,1
Artisans Commerce,6873,1
Medical Ministers,6873,1
History Review Supplement,6873,1
Blacksmiths Lodging,6873,1
Votes of the Jamaica House of Assembly,6873,1
Brickmakers,6873,1
Water Lane,6873,1
Fall David Geggus,6873,1
Portland St,6873,1
Martha Brae River,6873,1
Watchmakers,6873,1
Plowden Hill,6873,1
Three West Indian Towns,6873,1
Porterage,"6873,6878",2
List of Jurors,6873,1
Bakers Bookbinders Tailors Building,6873,1
None,6873,1
Printers,6873,1
Miles Montego Bay Savanna La Mar Slaves Source,6873,1
Bay Rio Bueno Savanna la Mar Black River Falmouth Montego Bay Green Island Kingston Morant Bay Manchioneal Port Antonio Buff Bay Annotto Bay Port Maria Lucea,6873,1
House of Gordon,"6873,6859",2
Lumber,6873,1
Parishes of St,6873,1
Economic History Review,6873,1
Port Morant Port Antonio,6873,1
University of California Press,"6873,6878",2
Political Conflict,6873,1
Officials,6873,1
Guatemala,6873,1
Bankers Brokers Clerks Coopers,6873,1
North Steet,6873,1
Spacing,6873,1
Arse,6873,1
University of Wisconsin Press,"6873,6878",2
Janus,6873,1
Kingston Vestry Minutes,6873,1
To Montego Bay,6873,1
Richard Pares,6873,1
Rum Sugar,6873,1
Ps,6873,1
Scotland,6873,1
Since,6873,1
Geggus Major Port Towns of Saint Domingue Table,6873,1
Professional,"6873,6875",2
Navigation Act°,6873,1
Seamen Mariners,6873,1
Origin of Imports Region Exports Imports,6873,1
Origins of the Commission System,6873,1
Urban Development,6873,1
Kingstoncemained,6873,1
Lords,6873,1
Kingston Coffee House,6873,1
Tavern,6873,1
Social Change,"6873,6843",2
Morphology The,6873,1
The History of Jamaica,6873,1
Taare,6873,1
Study of Port Geography,6873,1
Foreigners,"6873,6876",2
Vale,6873,1
Outports Origin Pickled Red Oak Salt Candles Horses British Flour Fish Staves Pork Tonnage’,6873,1
Brea,6873,1
University of Liverpool,6873,1
Heiiemann,6873,1
Metcalf,6873,1
Parliament,6873,1
Upholsterers,6873,1
Architects,6873,1
Institute of Early American History,6873,1
Exports Port Tonnage Percentage,6873,1
Allan Christelow,6873,1
Vega Gazette,6873,1
Maritime,6873,1
Higman Erie,6873,1
Origins of Selected Imports,6873,1
Early English Jamaica,6873,1
Frée Port Act of Gea,6873,1
The Search,6873,1
Stanley,"6873,6875,6878",3
Port Towns This,6873,1
Societyin,6873,1
Curagao,"6873,6843",2
Fishermen,"6873,6907",2
Estate,6873,1
Piantation,6873,1
Structure Jacob Price,6873,1
African Occupations,"6873,6878",2
Report,6873,1
Bird,6873,1
Accounts Produce,6873,1
Elements,6873,1
Sewell,6873,1
Royal Government,"6873,6878",2
Origins of the Jamaican Internal Maret Bs,6873,1
Sailmakers,6873,1
Cutlers,6873,1
Wine,6873,1
Saddlers Milliners Dyers,6873,1
Reciprocity Act,6873,1
Jamaican Port Towns Table,6873,1
Pawson,6873,1
Cities,6873,1
O'Farrell,6873,1
Ten,6873,1
British America® The,6873,1
Middle Wharf,6873,1
Higman Hanover Street,6873,1
Free Jamaica,6873,1
Votes of the Jamaica Hause of Assembly,6873,1
Refugees,6873,1
The Sociology of Slavery,6873,1
United States British West Indies,6873,1
Christiansted,6873,1
Fredericksted,6873,1
Ragarz,6873,1
For Jamaica,6873,1
Tropi,6873,1
Places,6873,1
British Atlantic,"6873,6902,6879",3
Norfolk,6873,1
Account of the Parish of Manchester,6873,1
Higman For,6873,1
Port Royal Kingston Westmoreland Hanover Figure,6873,1
Etat des Finances,6873,1
Export Items,6873,1
Bay Lucea,6873,1
Gunsmiths,"6873,6878",2
Rio Nuevo,6873,1
Madrid,"6873,6843,6876",3
StS Rnb Common Council Minutes,6873,1
Danish West Indies,6873,1
Rocky Point,6873,1
Painters Plumbers Joiners Travel,6873,1
Saint Domingue‘,6873,1
Vv,"6873,6843,6875",3
Salt River,6873,1
Foreign West Indies,6873,1
Commercial Rooms,6873,1
Carpenters Masons,6873,1
Kingston Tide Surveyor,6873,1
Charlotte Amalie,6873,1
Majesty’s European,6873,1
Wharfingers Total,6873,1
Journeyman,6873,1
Port Table,6873,1
Hutchinson University Library,6873,1
Clarke,6873,1
Massachusetts,6873,1
